title,telecommuting,has_company_logo,has_questions,employment_type,fraudulent,in_balanced_dataset,country,industry_group,edu_level
Graduates: English Teacher Abroad,0,1,0,Contract,0,0,US,Education,Bachelor
Kindergarten Teacher,0,1,0,Full-time,0,0,RU,Education,Unknown
Retail Territory Merchandiser,0,0,1,Unknown,0,0,CA,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Community Ambassador German-speaking (Remote),0,1,0,Unknown,0,0,DE,Unknown,Unknown
Embedded Systems / Telematics Security Consultant,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Global Sourcing Buyer,0,1,0,Full-time,0,0,US,Logistics_Travel,Unknown
Digital Product Designer,0,1,1,Full-time,0,0,AU,Media_Entertainment,Unknown
Retail Sports Betting Specialist Pame Stoixima,0,0,1,Full-time,0,0,GR,Unknown,Bachelor
Software Engineer (2015 Intern),0,1,0,Unknown,0,0,IE,Unknown,Unknown
Php web developer,0,0,0,Full-time,0,0,US,Tech,Bachelor
Teacher - Seasonal,0,1,1,Full-time,0,0,US,Education,Bachelor
Customer Service Team Lead,0,1,0,Full-time,0,0,US,Finance,High School
Financing Auto(car) sales,0,0,0,Contract,1,0,US,Industrial_Energy,Unknown
Service Delivery Associate - On Call,0,1,0,Part-time,0,0,US,Finance,High School
Part Time Quickbooks Bookkeeper,0,1,0,Part-time,0,0,CA,Corporate_Services,Unknown
Freelance writer,1,0,0,Part-time,0,0,US,Unknown,Unknown
Junior System Test Analyst,0,1,1,Full-time,0,0,GB,Corporate_Services,Bachelor
Benefits Consultant - Warrington,0,1,1,Full-time,0,0,US,Finance,Bachelor
Director of Marketing - DocDoc,0,1,1,Full-time,0,0,SG,Health_Science,Bachelor
Intern,0,1,1,Unknown,0,0,GB,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Sales Director,1,1,1,Full-time,0,0,US,Tech,Associate/Vocational
Southport Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Unknown,0,0,GB,Unknown,High School
Jr. Quality Assurance Engineer,0,0,0,Full-time,0,0,US,Tech,Bachelor
Project Coordinator,0,1,1,Full-time,0,0,US,Health_Science,Bachelor
Assistant Softball Coach,0,0,1,Unknown,0,0,US,Unknown,Unknown
Marketing Director,0,1,1,Full-time,0,0,US,Tech,Bachelor
2015 MBA Internship - Advisory & Consulting,0,1,1,Full-time,0,0,US,Finance,Master/PhD
Collector III-Mortgage Servicing,0,0,0,Full-time,0,0,US,Unknown,Unknown
Construction Project Manager,0,0,0,Full-time,0,0,US,Industrial_Energy,High School
Customer Service Technical Specialist,0,1,0,Full-time,0,0,US,Finance,High School
Data Manager--Fixed Income,0,0,0,Full-time,0,0,US,Finance,Bachelor
Graphic / Web Designer,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Web Developer - PHP,0,0,1,Full-time,0,0,US,Health_Science,Bachelor
Back End Engineer - Platform Team,0,1,1,Full-time,0,0,GB,Unknown,Unknown
Ext JS Developer,0,0,0,Full-time,0,0,US,Tech,Bachelor
Junior Front End Developer - Javascript,0,1,1,Full-time,0,0,CA,Unknown,Unknown
Big Data Search Developer,0,0,0,Full-time,0,0,US,Tech,Unknown
Catch all for candidates,0,1,1,Full-time,0,0,US,Finance,Unknown
Regional Inside Sales Representative,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
IT Rockstar Wanted for Fun and Fast Growing San Diego IT Company,0,0,1,Full-time,0,0,US,Tech,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Quality Assurance Engineer,0,1,1,Full-time,0,0,US,Tech,Unknown
Full-stack JavaScript Software Developer,0,1,1,Full-time,0,0,AU,Unknown,Unknown
Hiring for Senior MIS and Data Research Executive,0,0,0,Full-time,0,0,IN,Tech,Bachelor
Creative Strategist,0,1,1,Full-time,0,0,DE,Corporate_Services,Master/PhD
Customer Service Associate,0,1,0,Full-time,0,0,CA,Unknown,High School
PASSIONATE EXPERIENCED PCP's NEEDED TODAY! WE PAY MORE FOR THE VERY BEST IN THE INDUSTRY!,0,1,0,Unknown,0,0,US,Unknown,Unknown
Receptionist - Part Time,0,1,0,Part-time,0,0,US,Tech,High School
"Director, Analytics",0,1,1,Full-time,0,0,US,Tech,Bachelor
Systems Analyst,0,0,0,Contract,0,0,US,Unknown,Unknown
IT System Engineer,0,1,0,Unknown,0,0,LT,Unknown,Unknown
UI Engineer,1,1,1,Full-time,0,0,US,Tech,Unknown
VP of Product,0,1,0,Full-time,0,0,US,Tech,Unknown
Senior Scala Engineer,0,1,0,Full-time,0,0,JP,Corporate_Services,Bachelor
Chief Marketing Officer,0,1,0,Unknown,0,0,DE,Unknown,Unknown
PathSource Marketing Associate,0,1,0,Full-time,0,0,US,Education,Bachelor
Inside Sales Professional-Omaha,0,1,0,Full-time,0,0,US,Unknown,Unknown
Sales Assistant,0,1,1,Full-time,0,0,GR,Consumer_Retail,Unknown
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Database Engineering Manager,0,1,0,Full-time,0,0,US,Tech,Bachelor
Paid Internship for Africa Program,0,1,0,Unknown,0,0,Unspecified,Media_Entertainment,Bachelor
"Front End Web Developer - HTML5, CSS3, JavaScript, Bootstrap",0,1,0,Unknown,0,0,US,Unknown,Unknown
Customer Service Team Lead,0,1,0,Full-time,0,0,US,Finance,High School
Producer - Specialist Publications,0,1,0,Full-time,0,0,GB,Media_Entertainment,Bachelor
Systems engineer / network administrator,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Art Director,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Linux System Administrator,0,0,0,Unknown,0,0,CA,Tech,Unknown
B2 4RN Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
Print Production Associate - On Call,0,1,0,Part-time,0,0,US,Health_Science,High School
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
ODI/ETL Developer,0,1,0,Full-time,0,0,GB,Tech,Bachelor
PM with BA/Developer experience in SmartStream TLM Technologies,0,1,1,Contract,0,0,US,Finance,Bachelor
Customer Service Technical Specialist,0,1,0,Full-time,0,0,US,Health_Science,High School
Director of Audience Development,0,1,1,Full-time,0,0,US,Unknown,Unknown
Receptionist - Part Time,0,1,0,Part-time,0,0,US,Unknown,High School
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Senior Frontend Developer,0,1,0,Full-time,0,0,NL,Tech,Unknown
Agent-Inbound Sales Position,1,1,0,Full-time,0,0,US,Unknown,Unknown
Product Lead,0,0,0,Full-time,0,0,IN,Tech,Unknown
Estimator,0,1,0,Full-time,0,0,US,Unknown,Unknown
HFM Techno Functional Lead,0,1,0,Full-time,0,0,US,Tech,Bachelor
Manchester Doctors' Business Admin Apprentice Under NAS 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Health_Science,High School
Nightlife Editor,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Accounting Assistant,0,1,0,Full-time,0,0,US,Unknown,Bachelor
Sr. Accountant,0,1,1,Full-time,0,0,US,Tech,Bachelor
Technical Lead,0,0,0,Full-time,0,0,GB,Finance,Unknown
Android Developer,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Scrum Master/Project Management,0,0,0,Contract,0,0,US,Unknown,Unknown
Sr. ServiceNow Implementers,0,1,1,Full-time,0,0,US,Tech,Unknown
cashier,0,0,0,Full-time,0,0,US,Consumer_Retail,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Telemarketing professional,0,1,0,Full-time,0,0,US,Industrial_Energy,Unknown
Sales Manager,0,1,1,Full-time,0,0,CA,Tech,Bachelor
Ruby developer,0,1,0,Unknown,0,0,GB,Finance,Unknown
Account Manager/CSR -insurance agency,0,0,0,Full-time,0,0,US,Finance,High School
Process Engineer,0,1,0,Full-time,0,0,US,Industrial_Energy,Bachelor
Customer Service Manager (Part-time),0,1,0,Part-time,0,0,DE,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Customer Service Associate - Part Time,0,1,0,Part-time,0,0,US,Finance,High School
Technical Writer,0,1,0,Contract,0,0,US,Unknown,High School
Customer Service Team Lead,0,1,0,Full-time,0,0,US,Finance,High School
Seamstress,0,1,0,Unknown,0,0,US,Unknown,Unknown
Office Management,0,1,0,Unknown,0,0,AT,Unknown,Unknown
Application Developer - .NET/Java,0,1,0,Full-time,0,0,US,Tech,Bachelor
Software Developer,0,1,0,Full-time,0,0,US,Tech,Unknown
Marketing Management Intern,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Senior Software Engineer - Mobile,0,1,0,Full-time,0,0,US,Industrial_Energy,Bachelor
Customer Service Associate - On Call,0,1,0,Part-time,0,0,US,Consumer_Retail,High School
Customer Service Associate - Part Time,0,1,0,Full-time,0,0,US,Finance,High School
Customer Service Agent,0,1,0,Full-time,0,0,DE,Unknown,Bachelor
Community and Social Manager,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Sales Consultants,0,1,0,Full-time,0,0,AU,Tech,Unknown
Sales Manager - Poland,0,1,1,Full-time,0,0,PL,Corporate_Services,Unknown
Middle School Spanish Teacher,0,1,1,Unknown,0,0,US,Unknown,Master/PhD
UI Designer,0,0,1,Full-time,0,0,US,Tech,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Finance,0,1,1,Full-time,0,0,GB,Unknown,Bachelor
Global User Acquisition Marketing Manager,0,1,1,Full-time,0,0,KR,Tech,Unknown
Interface Engineer - Platform Team,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Customer Service Associate - Part Time,0,1,0,Part-time,0,0,US,Finance,High School
Senior C# Developer,0,1,1,Full-time,0,0,GB,Corporate_Services,Unknown
Junior Software Engineer,0,0,0,Full-time,0,0,US,Tech,Bachelor
User Acquisition Manager,0,1,1,Full-time,0,0,FR,Media_Entertainment,Unknown
Customer Service Technical Specialist,0,1,0,Full-time,0,0,US,Finance,High School
Geologist,0,0,0,Unknown,0,0,US,Unknown,Unknown
Account Manager,0,0,0,Part-time,0,0,US,Unknown,Associate/Vocational
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Dental Cast Partial Lab Tech and/or Dept Manager,0,0,0,Full-time,0,0,US,Health_Science,Unknown
Assistant to Head of Music,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Electrician,0,1,0,Full-time,0,0,US,Industrial_Energy,Unknown
Customer Service Technical Specialist,0,1,0,Full-time,0,0,US,Consumer_Retail,High School
Interviewing Now for Sales Rep Positions -- with Management Training,0,1,0,Full-time,0,0,US,Consumer_Retail,Unknown
Customer Service Associate,0,1,0,Full-time,0,0,US,Finance,High School
Senior Visual Interaction Designer / Art Director,0,1,0,Full-time,0,0,US,Tech,Bachelor
High School Mathematics Teacher,0,1,1,Full-time,0,0,US,Unknown,Master/PhD
Lead Marketing Tech,0,1,1,Full-time,0,0,DE,Education,Bachelor
Senior Frontend Developers,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Experienced Telemarketer Wanted - Digital Solutions,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Front End Web Developer,0,1,0,Full-time,0,0,NZ,Tech,Bachelor
Content Editor Assistant,0,1,0,Full-time,0,0,GR,Health_Science,Bachelor
Customer Service Associate - Part Time,0,1,0,Full-time,0,0,US,Finance,High School
"Sr. Manager Plant Controller - Tyler, TX ",0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
BD23 Customer Service Apprenticeship Under NAS 16-24 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
Customer Service Representative,0,1,1,Full-time,0,0,US,Finance,High School
Web U.I./U.X. Designer,0,1,1,Full-time,0,0,GR,Tech,Associate/Vocational
Engagement Manager (South Africa),0,1,1,Full-time,0,0,ZA,Unknown,Bachelor
Admin Assistant/ Receptionist,0,0,0,Full-time,1,1,US,Tech,High School
Maintenance Technician,0,0,0,Full-time,0,0,US,Unknown,Unknown
Customer Service Associate - Part Time,0,1,0,Full-time,0,0,US,Finance,High School
Customer Service Associate,0,1,0,Full-time,0,0,US,Consumer_Retail,High School
Airframe Structures Design Engineer,0,1,1,Full-time,0,0,BR,Industrial_Energy,Bachelor
Service Delivery Manager 1,0,1,0,Full-time,0,0,US,Finance,Bachelor
Senior C# Developer,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Full Stack Business Development Manager,0,1,0,Full-time,0,0,Unspecified,Unknown,Associate/Vocational
Outside Sales Professional-Macomb,0,1,0,Unknown,0,0,US,Unknown,Unknown
Digital Advertising SalesAccount Executive,0,0,0,Full-time,0,0,US,Corporate_Services,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Financial Controller,0,1,0,Full-time,0,0,GB,Corporate_Services,Associate/Vocational
Graphic Design Intern,0,1,1,Unknown,0,0,US,Media_Entertainment,Associate/Vocational
Assistant Property Manager,0,1,0,Full-time,0,0,US,Unknown,High School
Customer Service Associate - On Call,0,1,0,Part-time,0,0,US,Education,High School
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Customer Service Associate,0,1,0,Full-time,0,0,US,Consumer_Retail,High School
Financial Advisor,0,0,0,Full-time,0,0,US,Finance,Unknown
Inside Sales Professional,0,1,0,Full-time,0,0,US,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Referants / Source ONLY,0,0,1,Full-time,0,0,US,Health_Science,Master/PhD
Sheffield Fragrance and Beauty Promotional Staff,0,1,0,Temporary,0,0,GB,Consumer_Retail,Unknown
Visual Designer,0,1,1,Full-time,0,0,US,Tech,Associate/Vocational
Brand Partner,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Web UI Engineer,0,1,0,Full-time,0,0,GB,Tech,Unknown
Dairy & Farming Consultant,0,0,0,Unknown,0,0,US,Unknown,Unknown
Reading Fragrance and Beauty Promotional Staff,0,1,1,Temporary,0,0,GB,Consumer_Retail,Unknown
Product Manager - NZ,0,1,0,Full-time,0,0,NZ,Tech,Bachelor
Graduates: English Teacher Abroad,0,1,0,Contract,0,0,US,Education,Bachelor
Software Engineer,0,1,0,Unknown,0,0,US,Unknown,Unknown
Regnskabsassistent,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Senior Java engineer,0,1,1,Full-time,0,0,EE,Unknown,Unknown
Sr. Ruby,1,0,0,Full-time,0,0,Unspecified,Finance,Bachelor
Wakefield Trainee Marketing Consultant Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Corporate_Services,High School
Senior Client Service Manager,0,1,1,Full-time,0,0,TH,Corporate_Services,Bachelor
Receptionist,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Junior Forecaster,0,1,1,Full-time,0,0,US,Consumer_Retail,High School
UX designer,0,1,0,Full-time,0,0,GB,Finance,Bachelor
Lead Social Media,0,1,1,Unknown,0,0,DE,Unknown,Unknown
Insights & Strategy Traineeship (3-6 months),0,1,1,Temporary,0,0,DE,Corporate_Services,Master/PhD
Partner Manager,0,1,1,Full-time,0,0,US,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Office Manager,0,1,1,Unknown,0,0,DE,Unknown,Unknown
Part-Time Administrative/Data Entry I,0,0,1,Part-time,0,0,US,Consumer_Retail,Unknown
Technology Consultant - Outside Sales,0,0,0,Full-time,1,0,US,Tech,Unknown
Freelance Writers Wanted!,1,1,0,Contract,0,0,US,Unknown,Unknown
Web Designer,0,1,1,Full-time,0,0,US,Corporate_Services,Unknown
Advertising Sales/Account Executive,0,0,0,Full-time,0,0,US,Corporate_Services,Bachelor
Shipper (Kent),0,1,1,Unknown,0,0,US,Unknown,Unknown
Key Account Manager,0,1,1,Full-time,0,0,GR,Corporate_Services,Bachelor
Front Desk/Security,0,1,0,Full-time,0,0,US,Unknown,High School
Field Technician/Technician Assistant,0,1,1,Full-time,0,0,US,Industrial_Energy,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Delivery Driver,0,1,0,Full-time,0,0,US,Tech,High School
Software Engineer - Infrastructure Systems,0,1,1,Full-time,0,0,US,Tech,Unknown
Vice President,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Programmer/ Analyst,0,0,1,Full-time,0,0,GR,Unknown,Unknown
Android Tech Lead,0,0,0,Full-time,0,0,IN,Tech,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Customer Service Records Associate,0,1,0,Full-time,0,0,US,Industrial_Energy,High School
Misc Applications,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Manager - Life Sciences Consulting,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Asistente Administrativa,0,1,1,Full-time,0,0,PA,Corporate_Services,High School
Employee Internal Referrals,0,1,1,Full-time,0,0,GB,Corporate_Services,Unknown
Client Relationship Managers,0,0,0,Unknown,0,0,AE,Unknown,Unknown
Key Account Manager,0,1,1,Full-time,0,0,TH,Tech,Bachelor
Project Engineer,0,1,1,Full-time,0,0,ZA,Corporate_Services,Bachelor
Customer Service Associate - On Call,0,1,0,Part-time,0,0,US,Finance,High School
Production Intern,0,0,0,Temporary,0,0,US,Unknown,Unknown
Product Manager,0,1,1,Full-time,0,0,GR,Unknown,Unknown
Wordpress Designer and Expert for Startup | StudyHall.com,0,1,0,Part-time,0,0,US,Unknown,Unknown
Customer Service Associate,0,1,0,Full-time,0,0,US,Corporate_Services,High School
Web Application Developer (Front-end),0,1,1,Full-time,0,0,US,Tech,Bachelor
Technical Site Representative,0,1,0,Full-time,0,0,US,Tech,High School
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
EMTs (Lift Coaches) Marin,0,1,1,Full-time,0,0,US,Health_Science,High School
Data Architect - Cloud and Scalability,0,1,0,Full-time,0,0,US,Tech,Unknown
Part-Time Apartment Maintenance & Community Manager,0,0,0,Part-time,0,0,US,Unknown,Unknown
Senior Engineering Product Manager,0,1,1,Full-time,1,0,US,Tech,Bachelor
Lead PHP Developer,0,1,1,Full-time,0,0,GB,Finance,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Call Center Representative - Bilingual,0,1,1,Full-time,0,0,US,Finance,High School
Kenya Business Director,0,0,0,Full-time,0,0,KE,Finance,Bachelor
NARRATIVE: Copywriter,0,1,0,Unknown,0,0,US,Unknown,Unknown
Customer Service Associate,0,1,0,Full-time,0,0,US,Health_Science,High School
Mobile and Web Developers,1,0,1,Full-time,0,0,US,Tech,Unknown
Customer Service Associate - Part Time,0,1,0,Part-time,0,0,CA,Finance,High School
iOS Engineer,0,1,1,Full-time,0,0,US,Unknown,Unknown
Quality Improvement Manager,0,0,0,Full-time,1,0,US,Health_Science,Unknown
"Clinical Optometrists, Leicester & Nuneaton",0,1,1,Unknown,0,0,GB,Health_Science,Bachelor
Customer Service Agent for Real Estate Startup,0,0,1,Unknown,0,0,US,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Associate Director,0,1,1,Full-time,0,0,US,Tech,Unknown
DAS Engineer,0,1,1,Full-time,0,0,US,Unknown,Unknown
Sr. Software Engineer,0,1,1,Unknown,0,0,US,Unknown,Unknown
Client Care Advocate,0,1,1,Unknown,0,0,US,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Sales Manager Germany,0,1,0,Full-time,0,0,DE,Tech,Unknown
UI/UX Designer,0,1,0,Unknown,0,0,GB,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Care Assistant,0,1,1,Full-time,0,0,GB,Health_Science,Unknown
Customer Service Associate - Part Time,0,1,0,Full-time,0,0,US,Consumer_Retail,High School
Software Engineer - Data,0,1,0,Full-time,0,0,US,Unknown,Unknown
Office Administrator,0,1,1,Full-time,0,0,US,Corporate_Services,Unknown
Customer Service Associate,0,1,0,Full-time,0,0,US,Corporate_Services,High School
Customer Service Associate,0,1,0,Full-time,0,0,CA,Unknown,High School
Lead Mechanical Engineer,0,1,0,Full-time,1,0,US,Industrial_Energy,Unknown
Customer Service Team Lead,0,1,0,Full-time,0,0,US,Unknown,High School
Field Technician,0,1,1,Full-time,0,0,US,Unknown,Unknown
Director of Strategy,0,1,1,Full-time,1,0,US,Tech,Bachelor
Account Manager,0,1,0,Full-time,0,0,US,Tech,Unknown
Director of Hardware,0,1,1,Full-time,0,0,US,Consumer_Retail,Master/PhD
Care Worker jobs Basingstoke - lots of hours,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Completion Engineer,0,1,1,Full-time,0,0,US,Industrial_Energy,Bachelor
WF15 6JF Apprentice Office Administrator Under NAS 16-24 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
Packing Expert - NYC,0,1,1,Part-time,0,0,US,Logistics_Travel,High School
Senior Software Engineer - OpenStack,0,1,0,Full-time,0,0,US,Tech,Unknown
Estimator,0,1,0,Full-time,0,0,US,Unknown,Unknown
Telesales Advisor,0,1,1,Unknown,0,0,GB,Unknown,Unknown
